	Day	Date	Time	Place	Title	Rating	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
296					11'09''01 - September 11		1926.0	en	2002-09-04	0.0	0.0	135.0	['Drama']	Danis Tanović	
297					Scorpion Rising			nan	nan					nan	
298					The Blood of a Poet		36877.0	fr	1932-01-20	0.0	0.0	55.0	['Drama', 'Fantasy']	Jean Cocteau	
299					Concert of Wills: Making the Getty Center		391401.0	nan	1997-12-17	0.0	0.0	100.0	[]	nan	
300					Christo's Running Fence			nan	nan					nan	
301					The Burks of Georgia		366464.0	en		0.0	0.0	53.0	[]	Muffie Meyer	
302					Muhammad and Larry		54689.0	nan	nan	0.0		53.0	['Documentary']	nan	
303					Grey Gardens		19851.0	en	2009-04-18	12000000.0	0.0	104.0	['Drama', 'History', 'TV Movie']	Michael Sucsy	
304					Orson Wells - Spain			nan	nan					nan	
305					Gimme Shelter		232175.0	en	2013-10-17	7500000.0	1359910.0	101.0	['Drama']	nan	
306					Salesman		27375.0	en	1969-01-01	0.0	0.0	85.0	['Documentary', 'Drama']	Albert Maysles	
307					With Love From Truman		298662.0	en	1966-01-01	0.0	0.0	29.0	['Documentary']	Charlotte Zwerin	
308					La bataille du rail		39142.0	fr	1946-02-27	0.0	0.0	85.0	['History', 'Drama', 'Action']	René Clément	
309					Diary of a Country Priest		43376.0	fr	1951-02-07	0.0	0.0	115.0	['Drama']	Robert Bresson	
310					Showman		270251.0	en	1963-01-02	0.0	0.0	53.0	[]	David Maysles	
311					Blackboards		28988.0	fa	2000-09-01	0.0	0.0	85.0	['Drama', 'History', 'War']	Samira Makhmalbaf	
312					The Silver Brumby		43757.0	en	1993-09-16	0.0	0.0	93.0	['Family', 'Drama']	John Tatoulis	
313					Tartuff		55544.0	nan	1925-11-20	0.0	0.0	74.0	['Drama']	F.W. Murnau	
314					Sunrise		364553.0	en	1985-01-01	0.0	0.0	0.0	[]	Benzheng Yu	
315					Proyecto Santiago			nan	nan					nan	
316					Home Fictions			nan	nan					nan	
317					Sleeper		11561.0	en	1973-12-17	2000000.0	18344729.0	89.0	['Comedy', 'Romance', 'Science Fiction']	Woody Allen	
318					Mon Oncle		427.0	fr	1958-05-10	0.0	0.0	110.0	['Comedy']	Jacques Tati	
319					The Stepford Wives		9890.0	en	2004-06-10	90000000.0	102000000.0	93.0	['Action', 'Comedy', 'Science Fiction']	Frank Oz	
320					The Electric House			en	1922-10-01	0.0	0.0	19.0	['Comedy']	Buster Keaton	
321					Faust		77560.0	de	2011-09-08	0.0	0.0	140.0	['Fantasy', 'Drama']	Alexander Sokurov	
322					Schloss Vögelod			nan	nan					nan	
323					Phantom		152259.0	en	nan	10000000.0	1034589.0	99.0	['Thriller']	Todd Robinson	
324					City Girl		34796.0	en	1930-02-16	0.0	0.0	90.0	['Drama', 'Romance']	F.W. Murnau	
325					Iris		11889.0	en	2001-12-14	0.0	0.0	91.0	['Drama', 'Romance']	Richard Eyre	
326					The Naked Spour			nan	nan					nan	
327					Hard Fists			nan	nan					nan	
328					Time Flies		411465.0	en	1971-01-01	0.0	0.0	0.0	[]	John Elton	
329					Bang!		154412.0	en	1986-12-31	0.0		8.0	[]	Robert Breer	
330					Swiss Army Knife with RAts and Pigeons		211244.0	en	1980-01-01	0.0	0.0		['Animation']	Robert Breer	
331					LMNO		132171.0	en	1978-01-01	0.0	0.0	10.0	['Animation']	Robert Breer	
332					Fuji		146986.0	en	1974-12-31	0.0	0.0	8.0	['Animation']	Robert Breer	
333					69		119776.0	ja	2004-07-10	0.0	0.0	114.0	['Drama']	Lee Sang-Il	
334					Blazes		147395.0	en	1961-12-31	0.0	0.0	3.0	[]	Robert Breer	
335					Jamestown Baloos		147611.0	en	1957-12-31	0.0	0.0	8.0	[]	Robert Breer	
336					A Man and his Dog Out for Air		147493.0	en	1957-12-31	0.0	0.0	3.0	[]	Robert Breer	
337					Recreation		53391.0	en	1914-08-13	0.0	0.0	7.0	['Comedy']	Charlie Chaplin	
338					Form Phase IV		350062.0	nan	1953-12-31	0.0	0.0	3.0	[]	Robert Breer	
339					Dances of Ecstasy		424906.0	en	2004-01-01	0.0	0.0	0.0	[]	nan	
340					Night of Vengeance		73454.0	en	2010-12-31	0.0	0.0	90.0	['Action', 'Thriller', 'Romance']	Jon Hewitt	
341					They Caught the Ferry		46984.0	en	1948-01-01	0.0	0.0	11.0	[]	Carl Theodor Dreyer	
342					Good Mothers		163222.0	da	1942-03-11	0.0	0.0	12.0	[]	Carl Theodor Dreyer	
343					Ordet		48035.0	da	1955-01-09	0.0	0.0	126.0	['Drama']	Carl Theodor Dreyer	
344					Thirteen Days		11973.0	en	nan	80000000.0	34566746.0	145.0	['Drama', 'Thriller']	Roger Donaldson	
345					Bride of the Wind		56934.0	en	2001-06-08	0.0	0.0	99.0	['Romance', 'Drama', 'Music']	Bruce Beresford	
346					Kansas City		22479.0	en	nan	18000000.0	0.0	116.0	['Thriller', 'Drama', 'Music', 'Crime']	Robert Altman	
347					Cabin in the Sky		59964.0	en	nan	662141.0	1606624.0	98.0	['Fantasy', 'Music']	Busby Berkeley	
348					Black & Tan		44214.0	en	2010-12-02	13000000.0	327803731.0	108.0	['Drama', 'Thriller']	Darren Aronofsky	
349					Hidden Agenda		47869.0	en	1990-11-21	0.0	1030938.0	108.0	['Mystery', 'Drama', 'Thriller']	Ken Loach	
350					Kes		13384.0	en	1969-11-18	0.0	0.0	110.0	['Drama']	Ken Loach	
351					Venezuela Subterranea			nan	nan					nan	
352					Resistencia, Hip-Hop in Colombia			nan	nan					nan	
353					Happy Together		55059.0	en	1989-05-04	0.0	0.0	102.0	['Comedy', 'Romance']	Mel Damski	
354					Days of Being Wild		18311.0	cn	1990-12-15	0.0	141864.0	91.0	['Crime', 'Drama', 'Romance']	Wong Kar-wai	
355					A Chinese Ghost Story		30421.0	cn	1987-07-18	0.0	0.0	98.0	['Fantasy', 'Action']	Ching Siu-Tung	
356					Inner Senses		78195.0	cn	2002-12-31	4000000.0	0.0	100.0	['Horror', 'Foreign']	Law Chi-Leung	
357					Frida		1360.0	en	2002-08-29	12000000.0	56298474.0	123.0	['Drama', 'Romance']	Julie Taymor	
358					The Bride with White Hair		18817.0	cn	1993-08-26	0.0	0.0	92.0	['Adventure', 'Fantasy', 'Drama', 'Action', 'Science Fiction']	Ronny Yu	
359					A Better Tomorrow		11471.0	cn	1986-08-02	0.0	4469460.0	95.0	['Action', 'Crime', 'Drama']	John Woo	
360					He's a Woman. She's a Man		115156.0	cn	1994-07-23	0.0	0.0	107.0	['Comedy']	Peter Chan	
361					Yang + Yin: Gender in Chinese Cinema		182820.0	de	1998-06-04	0.0	0.0	80.0	['Documentary']	Stanley Kwan	
362					A Fistful of Dynamite		336.0	it	1971-10-20	0.0	0.0	157.0	['Western']	Sergio Leone	
363					A Fistfull of Dollars			nan	nan					nan	
364					A Better Tomorrow 2		18305.0	cn	1987-12-17	0.0	0.0	105.0	['Action', 'Crime', 'Thriller']	John Woo	
365					Rouge		68883.0	cn	1987-01-07	0.0	0.0	96.0	['Drama', 'Fantasy', 'Romance', 'Science Fiction']	Stanley Kwan	
366					The Lin Family Shop		176679.0	zh	1959-01-03	0.0		85.0	[]	Choui Khoua	
367					Red Sorghum			zh	1987-01-01	0.0	0.0			nan	
368					N-Zone		225673.0	en	1970-01-01	0.0	0.0	46.0	[]	Arthur Lipsett	
369					Travellers and Magicians		37232.0	en	2003-09-09	0.0	0.0	108.0	['Adventure', 'Drama', 'Foreign']	Khyentse Norbu	
370					Camp de Thiaroye		103203.0	wo	1988-01-01	0.0	0.0	152.0	['War', 'Drama']	Thierno Faty Sow	
371					Tilai		65482.0	fr	1990-09-24	0.0	0.0	81.0	['Romance', 'Drama']	Idrissa Ouedraogo	
372					The Devil Strikes at Night		103396.0	de	1957-09-19	0.0	0.0	105.0	['Drama', 'Crime']	Robert Siodmak	
373					The Stranger		20246.0	en	1946-05-25	0.0	0.0	96.0	['Crime', 'Drama', 'Mystery', 'Thriller']	Orson Welles	
374					Johnny Staccato: The Shop of the Four Winds 			nan	nan					nan	
375					Un Oso Rojo		125948.0	en	2002-05-23	0.0	0.0	95.0	['Crime', 'Drama', 'Thriller']	Adrián Caetano	
376					The Comedian Harmonists			nan	nan					nan	
377					8 Femmes (8 Women)		1958.0	fr	2002-01-08	8000000.0	0.0	111.0	['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']	François Ozon	
378					The Golden Laws		439096.0	ja	2003-10-11	0.0	0.0	110.0	['Science Fiction', 'Animation']	nan	
379					The Emperor Jones		43594.0	en	1933-09-29	0.0	0.0	72.0	['Drama']	Dudley Murphy	
380					Hold your Man		90957.0	en	1933-07-07	260000.0	0.0	87.0	['Drama', 'Romance']	Sam Wood	
381					Ex-Lady		52228.0	en	1933-05-14	0.0	0.0	67.0	['Comedy', 'Drama']	Robert Florey	
382					King Kong		254.0	en	2005-12-14	207000000.0	550000000.0	187.0	['Adventure', 'Drama', 'Action']	Peter Jackson	
383					The Public Enemy		17687.0	en	1931-04-23	0.0	0.0	83.0	['Drama', 'Action', 'Crime']	William A. Wellman	
384					Cologne		246704.0	en	2013-12-31	5000.0	0.0	12.0	['Drama']	Brendan Ranson-Walsh	
385					Detroit Workers News Special			nan	nan					nan	
386					Betty in Blunderland		174280.0	en	1934-04-05	0.0	0.0	7.0	[]	Dave Fleischer	
387					Three Little Pigs		34463.0	en	1933-05-27	15719.0	0.0	8.0	['Animation']	Burt Gillett	
388					Fresh Meat		140403.0	en	2012-10-25				['Comedy', 'Horror']	Danny Mulheron	
389					Chicago		1574.0	en	2002-12-26	45000000.0	306776732.0	113.0	['Action', 'Comedy', 'Crime', 'Drama', 'Music']	Rob Marshall	
390					Japanese Story		13433.0	en	2003-09-25	0.0	0.0	110.0	['Drama', 'Romance']	Sue Brooks	
391					Five Star Final		42669.0	en	1931-09-26	0.0	0.0	89.0	['Crime', 'Drama']	Mervyn LeRoy	
392					The Gold Diggers of 1933			nan	nan					nan	
393					In My Merry Oldsmobile		162570.0	en	1931-04-14	0.0	0.0	7.0	[]	Dave Fleischer	
394					The Dentist		9568.0	en	nan		0.0	92.0	['Horror', 'Thriller']	Brian Yuzna	
395					Can't Drag Race with Jesus			nan	nan					nan	
396					Surprise cinema		200627.0	en	2000-01-01	0.0	0.0	7.0	[]	Bill Plympton	
397					Sex and Violence		68892.0	en	1997-01-01	0.0	0.0	8.0	['Animation']	Bill Plympton	
398					How to Make Love to a Woman		40722.0	en	2010-07-13	0.0	0.0	91.0		nan	
399					Nosehair			nan	nan					nan	
400					Plymptoons		110054.0	en	1992-01-01	0.0	0.0	6.0	[]	Bill Plympton	
401					25 Ways to Quit Smoking		48708.0	en	1989-01-01	0.0	0.0	5.0	[]	Bill Plympton	
402					How to Kiss			nan	nan					nan	
403					One of These Days			nan	nan					nan	
404					Your Face		193691.0	en	1987-01-01	2000.0	0.0	3.0	['Music', 'Animation', 'Comedy']	Bill Plympton	
405					Boomtown		451239.0	en	nan	0.0	0.0	17.0	[]	J.David LeCompte	
406					Lucas the Ear of Corn			en	1977-01-01	0.0	0.0	4.0	['Animation']	nan	
407					The Yellow Submarine		12105.0	en	1968-07-17	0.0	0.0	90.0	['Animation', 'Fantasy', 'Music']	nan	
408					Jubilee is Spirited Away			nan	nan					nan	
409					Rikki Tikki Tavi		306742.0	ru	1965-12-31		0.0	20.0	['Animation']	Aleksandra Snezhko-Blotskaya	
410					A Star Is Bored		235149.0	en	1956-09-14	0.0	0.0	7.0	['Animation', 'Comedy']	Friz Freleng	
411					Gerald McBoing Boing		46990.0	en	1950-11-02	0.0	0.0	8.0	['Animation', 'Comedy', 'Family']	Robert Cannon	
412					For Scentimental Reasons		83773.0	en	1949-11-12	0.0	0.0	7.0	['Animation', 'Family', 'Romance', 'Comedy']	Chuck Jones	
413					Spirited away		129.0	ja	2001-07-20	15000000.0	274925095.0	125.0	['Fantasy', 'Adventure', 'Animation', 'Family']	Hayao Miyazaki	
414					La Buen Estrella (The Good Star)			nan	nan					nan	
415					Bienvenido Mr Marshall (Welcome Mr Marshall)			nan	nan					nan	
416					Bienvenido Mr Marshall (welcome Mr Marshall)			nan	nan					nan	
417					El Milagro De P. Tinto (The Miracle of P.Tinto)			nan	nan					nan	
418					Placido		51317.0	es	1961-10-20	0.0	0.0	83.0	['Comedy', 'Drama']	Luis García Berlanga	
419					El Milagro De P. Tinto		30145.0	es	1998-12-18	0.0	0.0	124.0	['Comedy', 'Fantasy']	Javier Fesser	
420					Stone		44113.0	en	2010-10-07	22000000.0	9479718.0	105.0	['Drama']	nan	
421					Farewell to Charms			nan	nan					nan	
422					Palm Beach		270701.0	en	1980-03-06	0.0	0.0	88.0	['Drama']	Albie Thoms	
423					Sharpies		460254.0	en		0.0	0.0	4.0	[]	nan	
424					Yaketty Yak			nan	nan					nan	
425					We Aim to Please		174267.0	en	nan	0.0	0.0	7.0	[]	Dave Fleischer	
426					Dogs In Space		30994.0	en	1986-12-18	0.0	0.0	103.0	['Music', 'Drama']	Richard Lowenstein	
427					Mick		20196.0	en	1988-08-12	0.0	5935269.0	95.0	['Family', 'Fantasy', 'Science Fiction']	Stewart Raffill	
428					Melbourne Rising			nan	nan					nan	
429					MindSpray			nan	nan					nan	
430					Suburban Warriors			nan	nan					nan	
431					Freedom Ride		288665.0	de	1937-01-14	0.0	0.0	92.0	['Drama']	Karl Hartl	
432					Cut Outs			nan	nan					nan	
433					Dalmas		348211.0	en	1973-11-15	0.0	0.0	105.0	['Drama']	Bert Deling	
434					Skin of Your Eyes			nan	nan					nan	
435					Against the Grain: More Meat than Wheat		340356.0	en	1981-01-18	0.0	0.0	0.0	[]	Tim Burns	
436					Not In Our Name: The Anti-War Movement			nan	nan					nan	
437					Cremaster 4 & Cremaster 5		23987.0	en	1995-01-01	0.0	0.0	42.0	['Fantasy']	Matthew Barney	
438					Cremaster 3		23986.0	en	2002-05-15	0.0	0.0	182.0	['Drama']	Matthew Barney	
439					Cremaster 1 & Cremaster 2		23984.0	en	1996-01-17	0.0	0.0	40.0	['Comedy', 'Music']	Matthew Barney	
440					Le Captive 		450143.0	en	2009-10-01	0.0	0.0	49.0	['Crime', 'Documentary']	Nick London	
441					Vendredi Soir		45044.0	en	2002-09-11	0.0	0.0	90.0	['Drama', 'Foreign', 'Romance']	Claire Denis	
442					One Perfect Day		193696.0	en	2013-04-29	0.0	0.0	34.0	['Romance']	Kim Jee-woon	
443					Repulsion		11481.0	en	1965-06-01	300000.0	0.0	105.0	['Drama', 'Horror', 'Thriller']	Roman Polanski	
444					Experimental Jukebox			nan	nan					nan	
445					Faith & John Hubley		4967.0	en	2000-04-14	30000000.0	37036004.0	127.0	['Comedy']	Edward Norton	
446					Northern Ice, Golden Sun		122822.0	en	2002-01-08	0.0	0.0	10.0	[]	Faith Hubley	
447					Tall Time Tales		122828.0	en	1998-01-18	0.0	0.0	8.0	[]	Faith Hubley	
448					Windy Day		314288.0	en	2013-10-26	0.0	0.0	4.0	['Animation']	Jan Pinkava	
449					Time of the Angels		217217.0	en	1988-01-16	0.0	0.0	0.0	[]	nan	
450					The Hat		207251.0	en	1999-01-01		0.0	6.0	['Animation']	nan	
451					Adventures of an *		269311.0	en	1924-12-09	0.0	0.0	0.0	[]	Leonid Trauberg	
452					Cloudland			nan	nan					nan	
453					Widow Warriors		261176.0	en	1989-01-01	0.0	0.0	92.0	[]	nan	
454					Chasing God			nan	nan					nan	
455					Il Bell'Antonio		76157.0	it	1960-03-04	0.0	0.0	99.0	['Drama']	Mauro Bolognini	
456					Accattone		12491.0	it	1961-08-31	0.0	0.0	120.0	['Drama']	Pier Paolo Pasolini	
457					La Tropical		276763.0	en	2002-11-28	0.0		93.0	[]	nan	
458					Paraiso B (Paradise B)		152756.0	en	2013-10-18	0.0	0.0	86.0	['Comedy', 'Drama']	Diablo Cody	
459					Santo y Blue Demon contra el doctor Frankestein (Santo & Blue Demon Vs Dr. Frankestein)			nan	nan					nan	
460					Resistencia: hip hop in Colombia			nan	nan					nan	
461					Moonrise		28392.0	en	nan	0.0	0.0	90.0	['Drama']	Frank Borzage	
462					The Dark Mirror		44041.0	en	1946-10-17	0.0	0.0	85.0	['Thriller']	Robert Siodmak	
463					Alfred Hitchcock: Back For Christmas			nan	nan					nan	
464					Johnny Staccato: The Shop of the Four Winds			nan	nan					nan	
465					A cold summer		271466.0	en	2004-02-26	0.0	0.0	83.0	[]	Paul Middleditch	
466					Crime and Punishment		43891.0	en	1935-11-22	0.0		88.0	['Crime', 'Drama']	Josef von Sternberg	
467					The Lower Depths		464709.0	ru	1972-09-05	0.0	0.0	172.0	['Drama']	Leonid Pchyolkin	
468					Beyond Vanilla		117525.0	en	2001-09-27	0.0	0.0	92.0	['Documentary']	Claes Lilja	
469					Madam & Eve		397651.0	ja	1957-04-24	0.0	0.0	94.0	['Drama']	Yutaka Abe	
470					Diary of a Male Porn Star			nan	nan					nan	
471					My Mother Likes Women		97754.0	it	2002-01-11	0.0	0.0	93.0	['Drama', 'Comedy', 'Foreign']	Inés París	
472					Mango Kiss		49643.0	en	2004-04-24	0.0	0.0	84.0	['Romance']	nan	
473					Die Mommie Die		43708.0	en	nan	0.0	320092.0	90.0	['Comedy']	Mark Rucker	
474					Dark Roots		232566.0	en	2013-10-18	0.0	0.0	100.0	['Music']	Tommy Jones	
475					M.O of M.I		41918.0	en	2002-01-01	0.0	0.0	0.0	[]	Susan Turley	
476					Do I Love You?		72462.0	en	2004-04-23	0.0	0.0	73.0	['Comedy', 'Drama', 'Romance']	Lisa Gornick	
477					The Event		358859.0	ru	2015-09-02	0.0		74.0	['Documentary']	Sergey Loznitsa	
478					Bulgarian Lovers		59418.0	en	2003-04-30	0.0	0.0	101.0	['Drama', 'Comedy', 'Foreign']	Eloy de la Iglesia	
479					Immagining Qeer 1			nan	nan					nan	
480					Queeries 3  			nan	nan					nan	
481					Snapshors 1			nan	nan					nan	
482					Gender Bias			nan	nan					nan	
483					Tears Before Bedtime			nan	nan					nan	
484					Short & Burly - Boy's shorts		318846.0	en	2015-12-11	28000000.0	133346506.0	130.0	['Comedy', 'Drama']	Adam McKay	
485					A Thousand Clouds		163676.0	nan	2003-05-26		0.0	0.0	[]	Julián Hernández	
486					Eating Out		14681.0	nan	2004-02-14	50000.0	0.0	90.0	['Comedy']	Q. Allan Brocka	
487					You'll get over it		16006.0	fr	2002-03-13	0.0	0.0	86.0	['Drama']	Fabrice Cazeneuve	
488					Laughing Matters		349120.0	en		0.0	0.0	60.0	[]	nan	
489					Flying with One Wing		322693.0	en	2002-09-27		0.0	81.0	[]	Asoka Handagama	
490					Cocktales - Boy's shorts			nan	nan					nan	
491					A World of Love		298164.0	en	2004-09-03	0.0	0.0	0.0	['Animation', 'Family']	nan	
492					Lily Festival		220900.0	en	2009-07-09	0.0	0.0	0.0	[]	nan	
493					Molokai, The Story of Father Damien		21644.0	en	2002-06-20	0.0	0.0	0.0	['Drama', 'Foreign']	Paul Cox	
494					Whale Rider		1088.0	en	2003-01-30	8000000.0	41400000.0	101.0	['Drama', 'Family']	Niki Caro	
495					The Pianist		423.0	en	2002-09-24	35000000.0	120072577.0	150.0	['Drama', 'War']	Roman Polanski	
496					Autumn Spring (Babi Leto)			nan	nan					nan	
497					About Schmidt		2755.0	en	2002-12-13	30000000.0	105834556.0	125.0	['Drama', 'Comedy']	Alexander Payne	
498					Cheerleader Queens		171843.0	en	2003-02-21	0.0	0.0	120.0	[]	nan	
499					Kiki & Tiger		188066.0	en	1926-04-04	0.0	0.0	108.0	['Comedy']	Clarence Brown	
500					Calendar Girls		8696.0	en	2003-09-02		96542059.0	108.0	['Comedy']	Nigel Cole	
501					The Magdalene Sisters		8094.0	en	2002-10-24	0.0	20957001.0	119.0	['Drama']	Peter Mullan	
502					Politics of Fur			nan	nan					nan	
503					Spotlight - India			nan	nan					nan	
504					Brother Outsider		80341.0	en	2003-01-20	0.0	0.0	83.0	['Documentary']	Bennett Singer	
505					Francesca and Nunziata			nan	nan					nan	
506					Balzac and the Little Chinese Seamstress		2111.0	zh	2002-10-09	0.0	0.0	116.0	['Drama', 'Foreign']	Sijie Dai	
507					Satin Rouge		97447.0	fr	2002-05-16		0.0	100.0	['Music', 'Drama']	Raja Amari	
508					Intimate Confessions		155016.0	es	1978-06-30	0.0	0.0	80.0	['Comedy']	Zacarías Urbiola	
509					Short & Burly - Girl's shorts		318846.0	en	2015-12-11	28000000.0	133346506.0	130.0	['Comedy', 'Drama']	Adam McKay	
510					Merci Dr. Rey		41915.0	en	2002-01-01		0.0	0.0	['Comedy', 'Foreign']	Andrew Litvack	
511					A Mighty Wind		13370.0	en	2003-04-16	6000000.0	18750246.0	91.0	['Comedy', 'Music']	Christopher Guest	
512					Standing in the Shadows of Motown		30192.0	en	2002-11-15	0.0	0.0	116.0	['Documentary']	Paul Justman	
513					The Night We Called It A Day		61052.0	en	2003-08-14	0.0	0.0	97.0	['Comedy', 'Drama']	Paul Goldman	
514					Rise Above		287236.0	en	2012-12-12	0.0	0.0	65.0	['Documentary']	Jack Klink	
515					Global Queers			nan	nan					nan	
516					Spotlight - Israel			nan	nan					nan	
517					The Smith Family			nan	nan					nan	
518					Snapshors 3			nan	nan					nan	
519					Melbourne Marching Girls			nan	nan					nan	
520					Don't you worry		434094.0	sv	2003-02-28	0.0	0.0	76.0	['Documentary']	Cecilia Neant-Falk	
521					Rpad to Love			nan	nan					nan	
522					Stereo Vision			nan	nan					nan	
523					Queeries 7			nan	nan					nan	
524					Is Queer the New Black?			nan	nan					nan	
525					Late Wedding			nan	nan					nan	
526					Man Made		76540.0	en	2011-04-27	0.0	0.0	90.0	['Drama', 'Comedy']	Tomáš Řehořek	
527					Bella Martha (Mostly Martha)			nan	nan					nan	
528					Au Petit Marguery		2903.0	en	1995-11-08		0.0	0.0	['Drama', 'Romance']	Laurent Bénégui	
529					Chocolat		392.0	en	nan		152500343.0	121.0	['Comedy', 'Drama', 'Romance']	Lasse Hallström	
530					The Outlaw Josey Wales		10747.0	en	1976-06-30	3700000.0	31800000.0	135.0	['Drama', 'Western']	Clint Eastwood	
531					The Getaway		2087.0	en	1994-02-11	0.0	30.0	115.0	['Drama', 'Action', 'Thriller']	Roger Donaldson	
532					Osama		14757.0	ps	2003-05-20	46000.0	0.0	83.0	['Drama']	Siddiq Barmak	
533					Moving out		188524.0	en	1983-03-25	0.0	0.0	91.0	[]	Michael Pattinson	
534					Kirikou and the Sorceress			nan	1998-12-09	0.0		70.0		nan	
535					Your Choice		226263.0	en	2000-11-11	0.0	0.0	10.0	[]	Koji Yamamura	
536					The Sorcerer's Apprentice		27022.0	en	2010-07-13	150000000.0		109.0	['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']	Jon Turteltaub	
537					Ali Baba		202012.0	en	1936-01-29	0.0	0.0	7.0	[]	Ub Iwerks	
538					Caveman Inki		236094.0	en	1950-11-24	0.0	0.0	7.0	['Animation']	Chuck Jones	
539					Bacall to Arms		84582.0	en	1946-08-03	0.0	0.0	7.0	['Animation']	Bob Clampett	
540					Donald's Better Self		69111.0	en	1938-03-11	46448.0		8.0	['Animation']	Jack King	
541					kirikou and the sorceress		21348.0	fr	1998-12-09	0.0	0.0	70.0	['Fantasy', 'Adventure', 'Animation', 'Family']	Michel Ocelot	
542					Ankur		171492.0	hi	1974-07-20	0.0	0.0	125.0	['Foreign', 'Drama']	Shyam Benegal	
543					Charulata		35790.0	bn	1964-04-17	0.0	0.0	117.0	['Drama', 'Romance']	Satyajit Ray	
544					Intolerance II: The Invasion		48604.0	en	2001-01-01	0.0		15.0	['Animation']	Phil Mulloy	
545					Intolerance		3059.0	en	1916-09-04	385907.0	8394751.0	197.0	['Drama']	D.W. Griffith	
546					The Ten Commandments, 5: Thou shalt not kill		214001.0	en	1996-08-12	0.0	0.0	3.0	[]	Phil Mulloy	
547					The Ten Commandments, 4: Honour thy father and thy mother		214000.0	en	1995-08-12	0.0	0.0	5.0	[]	Phil Mulloy	
548					The Ten Commandments, 3: Remember to keep holy the Sabbath		213999.0	en	1995-08-12	0.0	0.0	7.0	[]	Phil Mulloy	
